,Name,R-RetTime,R-Type,R-Area,R-Height,R-Width,R-Start,R-End,R-HPLC-concentration,S-RetTime,S-Type,S-Area,S-Height,S-Width,S-Start,S-End,S-HPLC-concentration,R-OD600,R-Fluorescence,R-RFU/OD,R-Biosensor-concentration,S-OD600,S-Fluorescence,S-RFU/OD,S-Biosensor-concentration,HPLC batch,R-growth-plate,S-growth-plate,ired,run_order,R-Biosensor-concentration-err,S-Biosensor-concentration-err
71,IR24-3,5.038220882,VB  ,362461.9688,38161.42188,0.137371451,4.924298763,5.589182377,0.0,4.22075367,BB  ,1205277.875,246053.8281,0.074858367,4.110849857,4.519091606,2.233282584,0.832,2631,3162.259615,0.46893009075000003,0.876,13610,15536.52968,3.0314307805,1,1,2,IR24,71,0.4315141560121887,3.3041032186851793
72,IR25-1,5.05973959,VB  ,4318013.0,498242.5625,0.130624026,4.91797924,6.437300205,3.025454867,4.242259979,BB  ,289758.4375,60206.26563,0.073858887,4.140333176,4.479716778,1.738548848,0.828,3030,3659.42029,0.52316124275,0.892,11159,12510.08969,2.26601790875,1,1,2,IR25,72,0.493644647681696,2.6624151462970267
73,IR25-2,5.058739662,VB  ,4186534.0,494245.8125,0.125383079,4.920892715,6.537650108,2.921917714,4.234971523,BB  ,265232.4375,48751.18359,0.084127888,4.110833168,4.425616741,1.725825623,0.82,2570,3134.146341,0.46949198049999996,0.836,10637,12723.68421,2.38654655075,1,1,2,IR25,73,0.4407027433113409,2.7054790251888114
74,IR25-3,5.048575878,VB  ,3932291.5,441292.4063,0.130519941,4.913770199,6.513971806,2.721610696,4.234648705,BB  ,258358.2344,51456.62109,0.076282099,4.091233253,4.41914463,1.722264493,0.851,2941,3455.934195,0.50008939025,0.81,9891,12211.11111,2.2032068445000004,1,1,2,IR25,74,0.4719727655221072,2.5649554992346633
75,IR26-1,4.96637392,VB  ,35541304.0,3617378,0.150041819,4.821815968,6.36607933,28.57343283,4.238843441,BB  ,201356.6875,45546.94141,0.069281705,4.146366596,4.411596298,1.692819008,0.837,53759,64228.19594,50.86369775,0.866,14874,17175.51963,3.7714694079999997,2,1,2,IR26,75,1.7046622627414902,3.794814007505968
76,IR26-2,5.076313496,VB  ,38687220.0,2676803.25,0.236490637,4.867296696,6.097492695,31.48486048,4.246405602,BB  ,178739.4531,40319.94531,0.069423661,4.150233269,4.386135578,1.681176962,0.837,51836,61930.7049,49.089367800000005,0.855,13796,16135.67251,3.308889452,2,1,2,IR26,76,1.6801682655431152,3.486099486300556
77,IR26-3,5.057834148,VB  ,36736188.0,2550390.75,0.218218312,4.854518414,7.695359707,29.66729439,4.246769428,BB  ,147250.0313,32261.36719,0.070954978,4.150249958,4.378919601,1.665007215,0.828,48167,58172.70531,46.186570374999995,0.857,13761,16057.1762,3.38505480875,2,1,2,IR26,77,1.6217414215342283,3.5167157379684526
78,IR27-1,5.037070751,VB  ,12350548.0,1000715.563,0.188251704,4.857702732,6.128600597,9.320951814,4.24858284,BB  ,1522285.75,308898.125,0.078154691,4.140349865,4.445534229,2.413575729,0.862,5073,5885.150812,1.2891380087500002,0.871,14537,16690.01148,3.69155493425,2,1,2,IR27,78,1.069692423224354,3.7800113372230437
79,IR27-2,4.99530077,VB  ,12651114.0,1027150.25,0.187959969,4.844517231,6.145691872,9.556690193,4.243160725,BB  ,1363063.25,270854,0.076417096,4.140399933,4.45430088,2.322442657,0.869,4901,5639.81588,1.12559881675,0.874,14047,16072.08238,3.2523459817499996,2,1,2,IR27,79,1.005928447076666,3.540881221844362
80,IR27-3,4.991774559,VB  ,12494158.0,1009068.125,0.182820246,4.837522507,6.109176636,9.433574316,4.247813702,BB  ,1406762.875,279316.625,0.079413526,4.140383244,4.451714516,2.347338596,0.854,4648,5442.622951,0.9961343025,0.851,12898,15156.28672,3.013317889,2,1,2,IR27,80,0.9221799977628953,3.280367593684273
81,IR28-1,4.983598232,VB  ,27359842.0,2127979.5,0.197220579,4.801698208,6.08800602,21.42332367,4.241717815,BB  ,508877.625,104964.0391,0.074266329,4.15019989,4.411757469,1.853448076,0.89,13667,15356.17978,11.6555831025,0.892,13812,15484.30493,3.1232236037499996,2,1,2,IR28,81,1.0525696088897634,3.31656894561753
82,IR28-2,4.987339973,BB  ,27166006.0,2011177.375,0.204807669,4.42565012,6.0322752,21.2601471,4.245485306,BB  ,479065.5,95979.22656,0.075937368,4.140383244,4.408956051,1.837685729,0.893,13312,14907.05487,11.2363619475,0.847,12810,15123.96694,2.8574487554999997,2,1,2,IR28,82,1.0550176561017035,3.1762462968794223
83,IR28-3,4.976970673,BB  ,27192262.0,2057725.5,0.198436722,4.435516834,6.035085201,21.28223554,4.241240978,BB  ,489858.875,99675.82031,0.07504607,4.150249958,4.413841724,1.84338771,0.89,13112,14732.58427,11.0632197175,0.901,12680,14073.25194,2.58033582575,2,1,2,IR28,83,1.0446416996402859,2.95685159276878
84,IR29-1,4.976972103,BB  ,14075295.0,1047791.938,0.200986743,4.376450062,6.018550873,10.67534907,None,None,0.0,None,None,None,None,0.0,0.847,5630,6646.989374,2.1068444074999997,0.865,11987,13857.80347,2.5303273085,2,1,2,IR29,84,1.38058220311639,2.85212267084316
85,IR29-2,4.963494778,BB  ,13352587.0,965462.1875,0.208572954,4.376749992,6.011338711,10.10730729,None,None,0.0,None,None,None,None,0.0,0.853,5437,6373.974209,1.8197839075,0.811,10913,13456.22688,2.4820498580000003,2,1,2,IR29,85,1.3036196138340337,2.8600792314013437
86,IR29-3,4.97147131,BB  ,13648407.0,1035961.25,0.197974026,4.406000137,5.928433895,10.33971845,None,None,0.0,None,None,None,None,0.0,0.837,5275,6302.270012,1.69858744925,0.868,11052,12732.71889,2.2712342669999996,2,1,2,IR29,86,1.239474906469203,2.7498542334099088
87,IR30-1,4.984952927,BB,19111736.0,1426623.625,0.200562269,4.484666824,5.931601048,14.66687961,4.245472908,BB,1207257.125,247302.4844,0.074658193,4.101016521,4.473653793,2.23439391,0.76,7780,10236.84211,6.70564897,0.831,12377,14894.10349,2.83610665925,2,1,2,IR30,87,1.1433764827578619,3.190385361466965
88,IR30-2,4.988203526,BB,19188532.0,1426808,0.198215023,4.504383564,5.859133244,14.72833069,4.243951321,BB,1185877.125,241707.1563,0.074944653,4.101066589,4.442347527,2.22239883,0.783,7815,9980.842912,6.41872201,0.833,12468,14967.58703,2.9632884909999997,2,1,2,IR30,88,1.189803398693986,3.2311534164591347
89,IR30-3,4.995233536,BB,18696242.0,1388416.875,0.201366827,4.671616554,5.794013023,14.334772,4.239281178,BB,1061192.5,214422.7188,0.078394122,4.140416622,4.429873466,2.152864384,0.757,7153,9449.141347,5.8362618062500005,0.746,11244,15072.38606,2.971256348,2,1,2,IR30,89,1.2355840739117765,3.2875008745379604
90,IR31-1,5.025899887,VB,18869840.0,1139735.75,0.234472171,4.730492592,7.966685295,14.47345616,4.241851807,BV,12313594.0,2177030,0.086643338,4.08133316,4.730492592,11.3080443,0.858,12799,14917.24942,11.269351559999999,0.783,162216,207172.4138,51.553972625,2,1,2,IR31,90,1.086867837346941,0.8027445239010412
91,IR31-2,5.03960228,BB,15002354.0,1061395,0.206218228,4.750283241,7.770266533,11.40535578,4.237952232,BB,11862321.0,2155046.25,0.08487346,4.120699883,4.745303631,10.82877159,0.841,11939,14196.19501,10.6067191925,0.88,164997,187496.5909,48.4816196,2,1,2,IR31,91,1.067227856163,0.8086381767520253
92,IR31-3,5.083128452,BB,13635528.0,1066920.375,0.193368122,4.799449921,5.663668633,10.32959725,4.255383015,BB,11788583.0,2101347,0.086110145,4.140366554,4.775586128,10.75134885,0.87,12351,14196.55172,10.5705415025,0.89,156929,176324.7191,46.67308305,2,1,2,IR31,92,1.0681339199778825,0.8362749062734679
93,IR32-1,5.07201004,VB,5038471.5,418899.75,0.181640148,4.875935078,5.572160244,3.59224316,4.238588333,BB,1474934.0,294618.9688,0.079061165,4.130516529,4.472008705,2.386351501,0.881,2991,3395.005675,0.4949408595,0.99,15290,15444.44444,3.09756805025,2,1,2,IR32,93,0.4536166096045043,3.311188165073173
94,IR32-2,5.090869427,VB,4955718.5,377478.9063,0.191530436,4.8662076,5.678216934,3.527186485,4.236037731,BB,1121580.0,219402.9063,0.080294594,4.101066589,4.463400841,2.186452139,0.888,2932,3301.801802,0.493530217,0.951,14198,14929.54784,2.843477024,2,1,2,IR32,94,0.4548310593678519,3.228421936487987
95,IR32-3,5.105059624,BB,11571389.0,887039.375,0.21416615,4.878183365,5.600432873,8.710281221,4.234255314,BB,10892508.0,1896639.875,0.08765731,4.042033195,4.671746254,9.83048385,0.844,2560,3033.175355,0.45348748375000003,0.888,158374,178349.0991,46.995901075,2,1,2,IR32,95,0.4139116044372817,0.8400325892346941
96,IR33-1,5.118501663,BB,903325.0,95487.89844,0.148732826,4.848633289,5.389149189,0.323374383,4.203146935,BB,35413548.0,3482839,0.136336803,3.835400105,4.613650799,48.35400107,0.741,2766,3732.793522,0.5351270272499999,0.853,275184,322607.2685,68.82569897500001,2,3,3,IR33,96,0.5162889251085762,0.7542427178411797
97,IR33-2,5.120194435,VB,155574.7344,17186.78516,0.143971637,4.968873024,5.314538479,0.0,None,None,0.0,None,None,None,None,0.0,0.868,3175,3657.834101,0.5332524135000001,0.815,12390,15202.45399,2.970234724,2,3,3,IR33,97,0.503253127883597,3.3045606902156126
98,IR33-3,5.141443253,BB  ,235914.2188,25526.57227,0.146182254,4.976483345,5.399930477,0.0,None,None,0.0,None,None,None,None,0.0,0.761,2612,3432.325887,0.49048711075000007,0.55,10645,19354.54545,5.353126846,2,3,3,IR33,98,0.4531727829922782,4.455551884783661
99,IR34-1,5.149683475,BB,1286649.875,112482.1797,0.171816498,4.858433247,5.609616756,0.628268242,4.224048615,BB  ,24512974.0,2929543.5,0.127130911,3.94358325,4.530826569,27.81394041,0.88,8717,9905.681818,6.3069479575,0.864,260812,301865.7407,65.743033875,2,3,3,IR34,99,1.181037100102132,0.7683529628952989
100,IR34-2,5.126788616,BB,1172124.375,110212.4844,0.162441537,4.848599911,5.524013519,0.537222935,4.22821188,BB,21463476.0,3025495,0.112280704,4.051783562,4.564144135,23.0461773,0.881,6691,7594.778661,3.4466915945,0.888,267829,301609.2342,65.71988127499999,2,3,3,IR34,100,1.4773354256122357,0.7750300884106852
101,IR34-3,5.125204086,BB,1128078.625,112668.2344,0.155176252,4.927299976,5.488016605,0.502196843,4.223401546,BB,21686610.0,2905380.25,0.116593428,4.051799774,4.592841625,23.38053289,0.896,6199,6918.526786,2.3758081267499995,0.873,276323,316521.1913,67.91956772500001,2,3,3,IR34,101,1.468057002713433,0.7954174527509592
102,IR35-1,5.116268158,BB  ,2350659.75,204228.0469,0.166748047,4.671733379,6.540783405,1.472312644,4.24638176,BB  ,13053592.0,2374701.5,0.084785968,4.032316685,4.66996336,12.11423163,0.725,7978,11004.13793,7.5079798575000005,0.834,269024,322570.7434,68.82554300000001,2,3,3,IR35,102,1.1540147685186288,0.7828343712503942
103,IR35-2,5.122209072,BB  ,3067020.0,191020.4844,0.219784692,4.68144989,7.799816608,2.038876126,4.25070858,BB  ,12876939.0,2337719.5,0.084918894,4.042049885,4.67879343,11.91948897,0.775,8013,10339.35484,6.8030827275000005,0.872,263637,302336.0092,65.822175175,2,3,3,IR35,103,1.1556669394053314,0.7841598483576033
104,IR35-3,5.07654047,BB  ,1939202.75,196169.8906,0.147788778,4.70114994,5.783233166,1.146294237,4.251617432,BB  ,15943769.0,2504886.25,0.094919115,4.081416607,4.699993134,15.50423382,0.767,7503,9782.268579,6.18884636025,0.82,244194,297797.561,65.16312105,2,3,3,IR35,104,1.2238705097507752,0.766516516225774
105,IR36-1,None,None,0.0,None,None,None,None,0.0,None,None,0.0,None,None,None,None,0.0,0.8,3997,4996.25,0.8193302054999999,0.897,13736,15313.26644,3.0137470655,2,3,3,IR36,105,0.7643158731200614,3.2873299249816976
106,IR36-2,None,None,0.0,None,None,None,None,0.0,None,None,0.0,None,None,None,None,0.0,0.928,4361,4699.353448,0.71645291475,0.897,13628,15192.86511,2.88889507025,2,3,3,IR36,106,0.6751615180673181,3.2529793485072975
107,IR36-3,None,None,0.0,None,None,None,None,0.0,None,None,0.0,None,None,None,None,0.0,1.11,5168,4655.855856,0.703800773,0.876,13098,14952.05479,2.8201916365,2,3,3,IR36,107,0.6864193116248682,3.2089088673205093
108,IR37-1,5.028322697,VB  ,1222938.25,107353.5625,0.165363029,4.885331154,5.741859436,0.577623798,4.235112667,BB  ,258353.8438,52724.35938,0.074872658,4.13049984,4.403383732,1.722262219,0.771,4102,5320.363165,0.96461748825,0.862,14055,16305.10441,3.49075605,2,3,3,IR37,108,0.8801882223252885,3.6165023465521404
109,IR37-2,5.015403271,VB  ,1224407.5,111605.4609,0.160453334,4.885690212,5.821619034,0.578791846,4.238611221,BB  ,250238.625,51170.875,0.077707976,4.140399933,4.410916805,1.71806099,0.862,4189,4859.62877,0.7943511205,0.884,13901,15725.11312,3.1983790075000003,2,3,3,IR37,109,0.7222528358689331,3.3781162328167955
110,IR37-3,4.993229866,VB  ,1241817.875,123018.1875,0.147285193,4.875244617,5.685643196,0.592632518,4.238062859,BB  ,243596.6875,50653.28516,0.073811159,4.140450001,4.41711235,1.714624729,0.865,3945,4560.693642,0.68552865575,0.883,13637,15443.94111,2.99417594525,2,3,3,IR37,110,0.6598725455330122,3.3469552786792356
111,IR38-1,4.97585535,VB  ,3460349.0,339918.125,0.151231065,4.824589252,5.861916542,2.349433249,4.230751038,BB  ,8875169.0,1668002.25,0.082731433,4.081399918,4.498756886,7.892513884,0.734,12289,16742.50681,12.912524402499999,0.865,64234,74258.95954,27.8634147,2,3,3,IR38,111,1.0459733168098233,1.2040419865701986
112,IR38-2,4.970019341,BB  ,3791296.75,357837.6875,0.161973536,4.701116562,5.576616764,2.610470466,4.234761238,BB  ,9173572.0,1737127,0.079315357,4.091216564,4.502946377,8.167379167,0.783,12290,15696.04087,11.945059332500001,0.849,73397,86451.11896,30.531318775,2,3,3,IR38,112,1.0559870829938829,1.092368974277922
113,IR38-3,4.963153362,BB  ,3583331.75,337414.7188,0.159314573,4.691249847,5.881533146,2.44646428,4.232164383,BB  ,8979455.0,1724504.75,0.081403054,4.08134985,4.501844406,7.988108308,0.812,11384,14019.70443,10.4181832475,0.876,75550,86244.29224,30.471159425,2,3,3,IR38,113,1.0532512099858602,1.1061590868320748
114,IR39-1,4.947825432,VB  ,1608882.625,168213.625,0.144046068,4.839712143,5.616416454,0.884225542,4.229156494,BB  ,3264813.0,666510.5,0.074852616,4.121183395,4.512992859,3.487152468,0.867,5602,6461.361015,1.8929431977499998,0.924,24606,26629.87013,12.6400264905,2,3,3,IR39,114,1.312626847189155,3.24431752359419
115,IR39-2,4.982859612,VB  ,1950527.75,224003.2344,0.128148526,4.874107838,5.851279259,1.15527379,4.249812126,BB  ,3075684.75,572892.5625,0.083289757,4.110849857,4.503465652,3.363872727,0.886,5295,5976.297968,1.3839887725000002,0.931,25300,27175.08056,12.895873057249998,2,3,3,IR39,115,1.1123072909640142,3.1402233409855196
116,IR39-3,4.985251904,VB  ,1993463.875,236716.3594,0.124808721,4.878572941,5.893071175,1.189314467,4.24720335,BB  ,3336391.5,589934.875,0.086641125,4.110866547,4.506952763,3.534238789,0.904,5221,5775.442478,1.2377365365000002,0.904,25753,28487.83186,13.51756971425,2,3,3,IR39,116,1.0462558602845728,3.228723570323426
117,IR40-1,None,None,0.0,None,None,None,None,0.0,None,None,0.0,None,None,None,None,0.0,0.831,6270,7545.126354,3.4439805107500003,0.873,13464,15422.68041,3.0316193355,2,3,3,IR40,117,1.4414317045136937,3.3542877520922314
118,IR40-2,None,None,0.0,None,None,None,None,0.0,None,None,0.0,None,None,None,None,0.0,0.853,5839,6845.252052,2.3778762660000003,0.884,13703,15501.13122,3.0400794315,2,3,3,IR40,118,1.4154429714068444,3.294633302456176
119,IR40-3,None,None,0.0,None,None,None,None,0.0,None,None,0.0,None,None,None,None,0.0,0.854,5269,6169.789227,1.56909593275,0.868,13235,15247.69585,2.9595804902500005,2,3,3,IR40,119,1.2006797056954048,3.2417374968744794
120,IR41-1,None,None,0.0,None,None,None,None,0.0,None,None,0.0,None,None,None,None,0.0,0.688,2409,3501.453488,0.50154338425,0.794,12135,15283.37531,2.9374642915,2,3,3,IR41,120,0.4786812490416348,3.272301160315456
121,IR41-2,None,None,0.0,None,None,None,None,0.0,None,None,0.0,None,None,None,None,0.0,0.804,3482,4330.845771,0.6317542799999999,0.904,13217,14620.57522,2.99231394375,2,3,3,IR41,121,0.5897389354308961,3.185203333906632
122,IR41-3,None,None,0.0,None,None,None,None,0.0,None,None,0.0,None,None,None,None,0.0,0.84,2678,3188.095238,0.47107374625,0.823,12376,15037.66707,3.15072659575,2,3,3,IR41,122,0.43470666756011156,3.2937771980164765
123,IR42-1,5.024913311,VB  ,1670372.625,202891.1406,0.125559941,4.908484459,5.875073433,0.93303393,4.227516651,BB  ,2787686.0,503854.9688,0.085208341,3.914066553,4.489533424,3.17930656,0.766,3175,4144.908616,0.5987756735,0.777,16641,21416.98842,7.12402331075,2,3,3,IR42,123,0.5791134584276849,4.806300687201222
124,IR42-2,5.028654575,VB  ,1617902.5,181416.5781,0.136505231,4.902770996,5.817205906,0.891385855,4.224377632,BB  ,2079688.5,343819.5625,0.097129084,4.101033211,4.60025835,2.741799779,0.783,3068,3918.263091,0.5632438647500001,0.929,19722,21229.27879,6.758000427999999,2,3,3,IR42,124,0.5406942567213179,4.815985602208735
125,IR42-3,5.047776699,VB  ,1695669.125,202565.5938,0.127171233,4.920936108,5.857478142,0.953110151,4.230690479,BB  ,3075243.75,521115.0938,0.092458211,3.923966646,4.492058277,3.363587192,0.816,3050,3737.745098,0.53399450325,0.845,18304,21661.53846,7.180676557,2,3,3,IR42,125,0.4989002936015016,4.987689556771978
126,IR43-1,None,None,0.0,None,None,None,None,0.0,4.227725983,BB  ,237345.6719,47708.80078,0.075750291,4.120699883,4.415816784,1.711392568,0.735,2628,3575.510204,0.5061806464999999,0.899,14474,16100.11123,3.34114105675,2,3,3,IR43,126,0.48816204729959195,3.544710272288372
127,IR43-2,None,None,0.0,None,None,None,None,0.0,4.231368065,BB  ,269898.875,48107.19922,0.086114243,3.894466639,4.435516834,1.728244275,0.808,2697,3337.871287,0.4875909554999999,0.862,14256,16538.28306,3.4193845327499997,2,3,3,IR43,127,0.46498693368604027,3.6065502589339693
128,IR43-3,None,None,0.0,None,None,None,None,0.0,4.232479095,BB  ,260816.9844,47857.73047,0.081286468,3.884649992,4.435516834,1.723537981,0.821,2597,3163.215591,0.467111799,0.85,13968,16432.94118,3.3566391525,2,3,3,IR43,128,0.4300410132324359,3.5606202488154652
129,IR44-1,5.065915585,VB  ,131211.1094,13104.07422,0.143378332,4.951933384,5.520516872,0.0,4.221896172,BB  ,222936.1094,40355.80859,0.082154736,3.874766588,4.415816784,1.703948783,0.836,3143,3759.569378,0.54993997275,0.82,12514,15260.97561,3.1534704775,2,3,3,IR44,129,0.5126164831490717,3.350924557666999
130,IR44-2,5.063301086,VB  ,155492.25,13377.42773,0.162167251,4.95066309,5.707774162,0.0,4.218193531,BB  ,209890.5313,42553.22266,0.07524994,4.120716572,4.396166801,1.697217852,0.835,3054,3657.48503,0.5269522892499999,0.848,13009,15340.80189,3.0410284305,2,3,3,IR44,130,0.48731221268645275,3.3243778161292723
131,IR44-3,5.06692934,VB  ,154075.8281,13668.40527,0.158071414,4.955202103,5.680827141,0.0,4.217762947,BB  ,179430.3906,32982.34375,0.081173949,4.12074995,4.406033516,1.681532269,0.824,2747,3333.737864,0.49103716150000004,1.01,8812,8724.752475,1.745553449,2,3,3,IR44,131,0.4463399510768966,2.0786540002122584
132,IR45-1,5.062582016,VB  ,3644595.75,379551.3125,0.141542763,4.913173676,7.622683525,2.494788127,4.225289345,BB  ,7438419.5,1280673.5,0.091367446,3.9632833,4.660740852,6.626432214,0.866,4941,5705.542725,1.19780625375,0.867,30384,35044.9827,16.810335225000003,2,3,3,IR45,132,1.0406715817753098,1.8998893021653653
133,IR45-2,5.054477215,VB  ,3911155.5,401993.625,0.143019632,4.907027245,7.612816811,2.704952682,4.219414234,BB  ,7127858.5,1198652,0.092986554,3.953433275,4.644673347,6.365242837,0.807,3573,4427.509294,0.6731096315,0.869,32171,37020.71346,17.5675877,2,3,3,IR45,133,0.6419949483929925,1.8229448883739492
134,IR45-3,5.062306881,VB  ,3871823.75,399379.8125,0.142618552,4.913292885,7.701383114,2.673951533,4.22721386,BB  ,8413241.0,1423382.625,0.092563607,3.9632833,4.507283211,7.475100301,0.858,4329,5045.454545,0.83928485975,0.898,32396,36075.72383,17.13955818,2,3,3,IR45,134,0.7869772969665297,1.9680685564156772
135,IR46-1,5.059094906,BB  ,768898.5625,93238.25781,0.122770317,4.897816658,5.738379002,0.216343526,4.225277901,BB  ,14936087.0,2362002.75,0.100333981,3.953449965,4.642752171,14.278654,0.865,4573,5286.705202,0.95364593,0.883,93931,106377.1234,34.524965224999995,2,3,3,IR46,135,0.8775050133709453,1.0033245448100028
136,IR46-2,5.055801868,BB  ,794722.625,95937.53125,0.123203762,4.888050079,5.771492481,0.236909225,4.227303982,BB  ,15871047.0,2501485.75,0.097625896,3.953516722,4.650857449,15.41422284,0.872,4443,5095.183486,0.8641641527500001,0.897,98701,110034.5596,35.235571324999995,2,3,3,IR46,136,0.7962911084853516,0.9753822990603449
137,IR46-3,5.0502882,BB  ,802826.9375,98567.21875,0.118634634,4.878166676,5.780920506,0.243362875,4.226056576,BB  ,15649864.0,2480165.5,0.097226761,3.963316679,4.504615784,15.14195078,0.864,4091,4734.953704,0.72936985825,0.871,99992,114801.3777,36.13960695,2,3,3,IR46,137,0.6935298288266375,0.9487060295959426
138,S2C4-1,5.039934635,BB  ,31847270.0,3202091.25,0.148499012,4.445333481,7.814015865,25.27669872,4.231958389,BB  ,640930.0,96681.19531,0.100951992,3.894449949,4.42565012,1.923758779,0.711,89673,126122.3629,100.7613063,0.838,25054,29897.3747,14.617934235,2,3,3,S2C4,138,3.0871473430952907,2.3834703035986866
139,S2C4-2,5.034426689,BB  ,32734594.0,3293122.25,0.148435056,4.445300102,7.856472015,26.05748789,4.230343342,BB  ,827661.6875,95619.5625,0.12459407,3.599316597,4.435466766,2.024552363,0.764,85426,111814.1361,88.71513155000001,0.842,26161,31070.07126,15.044475452250001,2,3,3,S2C4,139,2.7221118426223043,2.589415341715993
140,S2C4-3,5.033613205,BB  ,32222356.0,3288104.75,0.146794528,4.445283413,7.842768192,25.60593382,4.235522747,BB  ,660724.625,92155.26563,0.110206373,3.894399881,4.425600052,1.934367472,0.81,89301,110248.1481,87.42742455,0.851,26052,30613.396,14.9325128975,2,3,3,S2C4,140,2.7000459703479676,2.2433564005414364
141,TAA-1,None,None,0.0,None,None,None,None,0.0,None,None,0.0,None,None,None,None,0.0,0.718,2875,4004.178273,0.56522293925,0.761,16804,22081.47175,7.597307642,2,3,3,TAA,141,0.5432386495987769,4.872955072866793
142,TAA-2,None,None,0.0,None,None,None,None,0.0,None,None,0.0,None,None,None,None,0.0,0.722,2695,3732.686981,0.529985895,0.779,16538,21229.78177,6.829657817999999,2,3,3,TAA,142,0.5085883809626607,4.775421932189604
143,TAA-3,None,None,0.0,None,None,None,None,0.0,None,None,0.0,None,None,None,None,0.0,0.641,2167,3380.655226,0.4881178875,0.768,16892,21994.79167,7.672145963000001,2,3,3,TAA,143,0.46199265515200927,4.842916912187784
